Policy_ID,Customer_Name,Age,Gender,State,Policy_Type,Annual_Premium,Risk_Score,Tenure_Months,Churned,Claim_Filed,Claim_Amount,Digital_User
POL101365,Jane Miller,50,Female,OH,Auto,1477.47,45,96,1,1,13372.05,0
POL101366,Robert Davis,71,Female,TX,Home,883.32,76,43,1,0,0,1
POL101367,Joseph Rodriguez,55,Female,FL,Auto,1827.1,78,43,0,0,0,1
POL101368,David Martinez,30,Male,FL,Auto,627.41,76,78,1,0,0,1
POL101369,William Martinez,48,Female,MI,Home,2553.88,56,3,1,0,0,1
POL101370,Jane Williams,64,Female,TX,Life,3208.12,92,46,1,0,0,1
POL101371,Jane Miller,53,Male,TX,Life,3011.79,11,32,1,0,0,0
POL101372,Sarah Garcia,62,Male,NY,Life,882.11,53,43,0,0,0,1
POL101373,Robert Garcia,41,Male,GA,Auto,878.81,73,100,1,0,0,0
POL101374,Joseph Williams,69,Female,CA,Life,2940.3,90,81,1,0,0,1
POL101375,Emily Martinez,73,Female,PA,Home,3272.76,87,112,1,0,0,0
POL101376,Robert Miller,32,Female,CA,Life,1882.01,37,3,1,1,15772.63,0
POL101377,Robert Smith,46,Male,CA,Life,1996.91,63,74,1,0,0,1
POL101378,John Smith,25,Male,OH,Home,1454.79,83,117,0,0,0,1
POL101379,Michael Wilson,22,Female,MI,Home,3182.8,76,63,0,0,0,1
POL101380,Sarah Davis,46,Female,OH,Life,2434.71,45,111,1,0,0,0
POL101381,Robert Davis,64,Female,OH,Life,1364.75,72,40,1,0,0,0
POL101382,Michael Martinez,21,Female,OH,Home,1396.35,34,18,0,0,0,1
POL101383,Robert Williams,29,Female,GA,Life,3173.6,95,67,1,0,0,1
POL101384,Sarah Martinez,62,Female,TX,Auto,540.9,57,103,1,0,0,1
POL101385,Sarah Williams,19,Female,PA,Life,1468.18,48,62,0,0,0,1
POL101386,James Martinez,44,Female,TX,Auto,2163.07,56,10,1,0,0,0
POL101387,Karen Jones,48,Female,CA,Auto,944.65,30,52,0,0,0,0
POL101388,Lisa Garcia,68,Female,IL,Home,776.3,39,73,0,1,6347.09,0
POL101389,Robert Rodriguez,68,Female,PA,Life,2945.83,40,46,0,0,0,0
POL101390,Robert Davis,53,Female,TX,Home,3183.21,35,55,0,0,0,1
POL101391,Karen Martinez,53,Male,OH,Life,2970.82,31,46,0,0,0,0
POL101392,David Davis,43,Male,IL,Auto,3196.36,30,75,0,0,0,1
POL101393,Nancy Smith,60,Female,GA,Home,2159.34,10,60,0,0,0,0
POL101394,Sarah Garcia,44,Male,CA,Home,2936.77,46,97,1,0,0,0
POL101395,William Johnson,22,Female,TX,Life,1652.13,86,100,0,0,0,1
POL101396,James Martinez,37,Male,IL,Life,2498.8,94,26,1,1,26962.54,1
POL101397,David Wilson,28,Female,OH,Life,3466.51,55,27,1,0,0,1
POL101398,Nancy Wilson,27,Male,FL,Home,1177.18,18,38,1,0,0,1
POL101399,William Smith,57,Female,FL,Auto,1669.7,26,22,1,0,0,1
POL101400,Lisa Davis,55,Male,PA,Home,1940.14,56,26,1,0,0,1
POL101401,David Lopez,23,Female,CA,Home,914.05,94,86,1,0,0,1
POL101402,Joseph Martinez,25,Male,PA,Auto,743.12,68,69,1,0,0,1
POL101403,Lisa Brown,40,Male,GA,Auto,2989.17,63,35,0,0,0,1
POL101404,Karen Smith,64,Male,CA,Auto,3430.38,95,66,0,0,0,1
POL101405,Lisa Davis,43,Male,NC,Home,1714.18,21,99,0,0,0,1
POL101406,Michael Rodriguez,63,Female,IL,Home,762.95,73,73,0,0,0,1
POL101407,William Wilson,60,Male,NY,Auto,697.44,15,115,0,1,1268.9,0
POL101408,Lisa Miller,29,Male,MI,Home,3173.95,62,51,1,0,0,1
POL101409,Michael Lopez,43,Female,NY,Home,1891.44,25,113,0,0,0,0
POL101410,Emily Smith,30,Male,NC,Life,1460.08,99,18,1,0,0,1
POL101411,Lisa Wilson,57,Female,NY,Home,1929.38,14,43,0,0,0,0
POL101412,Jane Brown,35,Female,PA,Auto,1454.91,82,12,1,0,0,0
POL101413,John Davis,42,Female,CA,Auto,1967.11,55,3,1,1,11181.41,1
POL101414,Sarah Miller,50,Female,TX,Auto,3078.67,23,82,0,0,0,0
POL101415,Michael Miller,64,Male,NY,Home,2276.9,53,102,1,0,0,0
POL101416,Karen Brown,57,Male,NC,Home,2583.96,72,7,0,0,0,0
POL101417,James Rodriguez,60,Female,NY,Auto,1594.01,61,97,0,0,0,0
POL101418,Joseph Martinez,29,Male,NY,Auto,2715.52,35,6,1,0,0,0
POL101419,Jessica Wilson,61,Female,PA,Life,2499.85,62,82,0,0,0,1
POL101420,Karen Smith,53,Female,OH,Life,858.69,38,45,0,0,0,0
POL101421,Karen Williams,65,Female,IL,Life,2217.93,28,86,0,0,0,0
POL101422,Robert Brown,21,Female,NY,Life,1270.23,56,115,0,1,11605.82,1
POL101423,Robert Garcia,22,Female,MI,Life,2912.29,17,39,1,0,0,1
POL101424,William Davis,73,Male,MI,Life,1777.81,32,51,1,0,0,0
POL101425,Robert Miller,54,Female,PA,Home,3484.05,44,9,1,0,0,1
POL101426,Sarah Williams,25,Male,CA,Life,777.5,62,99,0,0,0,1
POL101427,Jessica Rodriguez,59,Female,TX,Life,2841.04,67,23,1,1,8860.71,0
POL101428,Sarah Rodriguez,66,Male,FL,Auto,2521.11,14,12,1,0,0,1
POL101429,Sarah Lopez,45,Male,MI,Life,2802.5,25,116,0,0,0,0
POL101430,Joseph Wilson,48,Male,GA,Home,1422.59,26,88,0,0,0,0
POL101431,William Lopez,75,Female,TX,Auto,1976.16,41,62,0,0,0,0
POL101432,Joseph Wilson,26,Male,NC,Auto,2889.53,61,114,1,1,28467.75,1
POL101433,David Martinez,71,Female,FL,Life,1197.62,29,104,0,0,0,0
POL101434,Jessica Brown,68,Female,PA,Home,1178.1,75,73,0,1,9855.24,0
POL101435,Emily Jones,46,Female,CA,Auto,2153.15,93,77,1,0,0,0
POL101436,Robert Jones,31,Male,TX,Home,2070.69,91,40,0,1,15599.65,0
POL101437,Emily Jones,57,Female,MI,Life,1346.79,10,54,1,0,0,0
POL101438,Joseph Jones,58,Male,PA,Auto,1394.23,67,106,1,0,0,0
POL101439,Karen Brown,39,Female,MI,Auto,1333.54,92,81,1,1,9675.98,1
POL101440,Karen Wilson,28,Female,TX,Auto,2814.54,53,7,0,0,0,1
POL101441,Jessica Garcia,40,Male,GA,Home,2455.7,15,17,0,0,0,1
POL101442,Jessica Garcia,18,Female,TX,Auto,2997.25,59,119,0,0,0,1
POL101443,Robert Wilson,63,Female,NC,Life,3426.42,81,50,1,0,0,1
POL101444,David Jones,54,Male,TX,Home,1922.49,97,24,1,0,0,0
POL101445,Jane Martinez,38,Female,GA,Life,700.08,29,2,1,1,4543.32,1
POL101446,William Rodriguez,43,Male,NY,Auto,644.28,23,99,1,0,0,1
POL101447,James Miller,63,Male,MI,Auto,1387,14,92,1,0,0,0
POL101448,Nancy Garcia,53,Female,NY,Auto,3297.63,50,83,1,0,0,1
POL101449,Joseph Williams,71,Male,NC,Home,2069.64,49,33,1,0,0,0
POL101450,David Smith,40,Female,CA,Auto,1315.36,43,21,1,0,0,1
POL101451,David Wilson,74,Female,IL,Auto,1697.5,89,117,0,0,0,0
POL101452,Jane Garcia,18,Female,IL,Life,2295.79,54,74,1,0,0,0
POL101453,Jessica Lopez,71,Male,CA,Life,2458.85,80,53,1,0,0,1
POL101454,David Wilson,72,Female,PA,Life,961.76,89,46,1,0,0,0
POL101455,Jessica Brown,68,Female,TX,Auto,3431.1,80,45,0,0,0,1
POL101456,Emily Rodriguez,57,Female,MI,Life,2134.32,36,9,1,0,0,0
POL101457,David Rodriguez,32,Female,NC,Life,907.06,87,102,0,0,0,1
POL101458,Karen Jones,38,Female,TX,Life,3180.91,87,6,1,0,0,0
POL101459,Michael Johnson,64,Male,CA,Home,723.92,53,51,0,1,5520.4,1
POL101460,Lisa Wilson,26,Male,GA,Auto,3223.21,42,117,1,1,16393.88,1
POL101461,Lisa Brown,70,Male,FL,Life,3489.7,42,106,1,0,0,0
POL101462,Emily Smith,26,Male,MI,Auto,2601.3,53,119,0,0,0,0
POL101463,William Rodriguez,27,Female,TX,Auto,2811.34,29,35,0,0,0,1
POL101464,Emily Lopez,69,Female,MI,Home,1511.91,45,82,0,1,13130.86,0
POL101465,Emily Smith,74,Female,PA,Life,3324.73,16,53,0,0,0,0
POL101466,Jane Miller,70,Male,GA,Life,2089.14,41,19,0,0,0,1
POL101467,Sarah Wilson,43,Female,NC,Life,2697.17,76,69,1,0,0,0
POL101468,Jessica Johnson,58,Male,OH,Life,3272.32,48,25,1,0,0,1
POL101469,William Williams,52,Female,GA,Life,3425.54,33,11,1,0,0,0
POL101470,John Rodriguez,69,Male,CA,Life,2999.61,95,74,0,1,22253.93,0
POL101471,Michael Miller,42,Female,NC,Life,1409.05,79,17,1,1,11350.82,1
POL101472,William Davis,43,Male,CA,Life,3399.64,97,36,1,1,27999.92,0
POL101473,Jessica Lopez,28,Female,PA,Home,2384.36,96,90,1,0,0,1
POL101474,Emily Jones,55,Female,FL,Auto,3291.93,63,95,1,1,7514.14,0
POL101475,Sarah Jones,19,Female,PA,Auto,2528.32,47,96,1,0,0,1
POL101476,William Smith,24,Male,TX,Auto,1421.72,83,21,1,0,0,0
POL101477,Joseph Johnson,35,Male,FL,Home,1610.07,89,18,1,1,6353.16,1
POL101478,William Martinez,44,Male,GA,Auto,2151.42,84,60,0,0,0,1
POL101479,Emily Rodriguez,51,Male,FL,Life,2870.04,41,18,1,0,0,1
POL101480,Karen Wilson,44,Male,OH,Life,1453.95,54,1,1,1,12079.97,0
POL101481,Nancy Smith,34,Female,NY,Life,2239.19,70,14,1,0,0,1
POL101482,Michael Miller,60,Male,PA,Life,1536.87,79,8,1,0,0,0
POL101483,Nancy Williams,61,Male,NY,Life,2947.31,97,66,0,0,0,0
POL101484,John Miller,68,Male,GA,Home,1900.18,62,51,0,0,0,0
POL101485,Joseph Davis,71,Male,MI,Life,730.17,60,79,0,0,0,1
POL101486,Michael Wilson,41,Female,CA,Life,998.16,85,60,1,0,0,1
POL101487,Nancy Jones,42,Female,NC,Auto,683.31,65,34,1,0,0,0
POL101488,John Smith,24,Male,CA,Auto,1997.91,36,36,1,1,7401.79,0
POL101489,David Martinez,69,Male,PA,Life,819.01,47,62,0,0,0,1
POL101490,Lisa Johnson,23,Female,NC,Home,842.42,71,1,1,1,5430.87,0
POL101491,Sarah Jones,70,Male,MI,Home,3323.14,27,115,1,1,17518.07,1
POL101492,Jessica Lopez,41,Female,MI,Home,3117.97,73,85,0,0,0,1
POL101493,Robert Rodriguez,50,Male,NC,Life,1856.26,86,42,0,0,0,1
POL101494,Jessica Williams,66,Female,NC,Auto,3457.42,39,1,0,0,0,1
POL101495,Nancy Rodriguez,46,Male,OH,Auto,500.56,58,96,0,0,0,0
POL101496,Jessica Jones,60,Male,NC,Auto,2341.94,50,84,1,0,0,0
POL101497,Emily Johnson,39,Female,FL,Home,2349.28,22,54,0,0,0,1
POL101498,Sarah Williams,43,Female,IL,Home,1872.33,43,47,0,0,0,0
POL101499,Karen Davis,45,Female,PA,Life,1690.84,34,100,0,0,0,0
POL101500,William Jones,67,Male,TX,Life,1866.15,75,39,0,0,0,0
POL101501,Karen Williams,38,Male,GA,Life,1744.88,27,30,1,0,0,0
POL101502,John Wilson,66,Male,FL,Auto,2691.48,14,7,1,0,0,0
POL101503,Sarah Jones,24,Female,IL,Life,906.07,28,22,0,0,0,0
POL101504,Lisa Lopez,34,Female,OH,Home,1092.92,51,50,1,0,0,0
POL101505,Joseph Brown,37,Male,OH,Life,1041.55,27,45,0,0,0,1
POL101506,Michael Martinez,58,Female,OH,Home,1287.41,41,74,0,0,0,0
POL101507,Nancy Lopez,66,Male,OH,Home,2075.78,30,72,1,0,0,1
POL101508,James Miller,37,Male,CA,Auto,833.63,19,91,0,0,0,1
POL101509,Robert Garcia,71,Male,GA,Life,3104.51,46,10,0,0,0,1
POL101510,Jane Miller,39,Female,NY,Auto,1392.08,58,14,0,1,2348.9,1
POL101511,William Johnson,45,Female,GA,Auto,987.61,95,46,1,0,0,1
POL101512,Michael Williams,57,Female,CA,Auto,2526.86,22,116,0,1,4655.46,1
POL101513,Jessica Garcia,66,Male,PA,Home,614.26,64,118,0,0,0,0
POL101514,Emily Smith,24,Female,NC,Life,2359.91,26,75,0,0,0,0
POL101515,David Miller,18,Male,GA,Auto,2594.6,18,6,1,0,0,1
POL101516,Emily Davis,49,Female,MI,Home,1144.75,97,21,1,0,0,1
POL101517,Joseph Jones,30,Female,OH,Home,625.89,53,62,1,0,0,0
POL101518,Sarah Jones,47,Male,IL,Home,1590.94,87,97,1,0,0,1
POL101519,Lisa Wilson,40,Male,GA,Home,795.78,55,19,1,0,0,1
POL101520,Lisa Smith,68,Male,IL,Life,849.43,17,103,1,0,0,1
POL101521,David Lopez,73,Female,NY,Auto,1262.78,46,88,0,0,0,0
POL101522,Sarah Wilson,36,Male,NC,Auto,1386.4,28,82,0,0,0,1
POL101523,Emily Smith,49,Female,NY,Auto,2089.91,72,99,0,0,0,0
POL101524,William Johnson,47,Male,FL,Home,2535.18,55,116,0,1,21626.52,1
POL101525,Jessica Jones,46,Female,CA,Life,2278.31,80,62,1,0,0,0
POL101526,Michael Miller,66,Female,IL,Auto,945.08,35,107,1,0,0,0
POL101527,William Rodriguez,62,Female,MI,Home,1016.26,55,101,0,0,0,1
POL101528,Karen Jones,46,Female,MI,Life,3136.31,55,83,1,1,20904.32,1
POL101529,Karen Johnson,47,Male,NC,Home,2175.06,84,53,0,0,0,1
POL101530,William Jones,33,Male,TX,Auto,3109.81,23,24,0,0,0,0
POL101531,Sarah Martinez,57,Female,PA,Life,1614.64,94,56,1,0,0,1
POL101532,Emily Brown,36,Female,NY,Life,2343.2,72,62,0,1,13948.29,1
POL101533,Michael Davis,35,Female,NC,Auto,2070.99,81,34,0,0,0,0
POL101534,Michael Davis,18,Female,NY,Auto,1457.37,12,22,1,0,0,0
POL101535,Karen Martinez,31,Female,NY,Life,1909.75,37,68,0,0,0,0
POL101536,Sarah Miller,68,Male,IL,Home,2007.47,38,57,0,1,19125.15,0
POL101537,Karen Rodriguez,64,Female,OH,Life,1102.31,96,10,1,0,0,0
POL101538,Jessica Rodriguez,67,Male,FL,Life,1445.03,27,66,1,1,4293.87,0
POL101539,Joseph Lopez,19,Male,PA,Home,2874.23,44,8,1,1,10613.82,0
POL101540,Nancy Brown,71,Female,NC,Auto,3247.36,86,97,0,0,0,1
POL101541,Joseph Brown,45,Female,NY,Life,1579.38,85,38,1,0,0,0
POL101542,William Martinez,66,Female,OH,Life,1420.92,56,107,0,0,0,0
POL101543,Nancy Johnson,67,Male,NC,Home,1085.59,14,62,0,1,8611.21,1
POL101544,Robert Davis,47,Male,NC,Life,2535.47,84,28,1,0,0,1
POL101545,Robert Wilson,55,Female,TX,Life,1469.3,68,10,0,0,0,1
POL101546,Sarah Johnson,68,Male,NC,Auto,3463.25,84,45,1,0,0,1
POL101547,Lisa Johnson,21,Male,PA,Home,1477.05,68,65,0,1,11948.6,1
POL101548,John Rodriguez,18,Male,NY,Life,1682.41,56,98,1,0,0,1
POL101549,Robert Brown,25,Female,FL,Home,2310,22,67,0,0,0,1
POL101550,Lisa Rodriguez,46,Female,CA,Life,2905.05,87,9,1,0,0,1
POL101551,Michael Williams,72,Male,GA,Life,1908.56,98,5,1,0,0,0
POL101552,Sarah Rodriguez,56,Male,TX,Home,1767.97,42,106,0,0,0,0
POL101553,Jessica Johnson,20,Female,FL,Life,3486.91,71,10,0,0,0,1
POL101554,William Brown,49,Female,PA,Life,531.48,88,12,1,0,0,0
POL101555,Karen Martinez,27,Male,CA,Auto,3185.2,25,82,1,0,0,1
POL101556,Jessica Johnson,27,Female,FL,Home,947.42,53,58,0,0,0,0
POL101557,Robert Davis,36,Male,GA,Auto,2857.78,67,21,1,1,14122.08,1
POL101558,Joseph Smith,63,Male,FL,Life,2353.79,15,21,0,1,22557.12,1
POL101559,Jessica Williams,51,Female,MI,Home,1525.54,98,65,1,0,0,1
POL101560,Robert Miller,50,Female,MI,Auto,3121.62,24,3,0,0,0,0
POL101561,Jessica Martinez,40,Female,NY,Life,538.72,13,69,0,0,0,0
POL101562,John Rodriguez,72,Male,NY,Auto,1180.07,65,89,1,1,11181.36,0
POL101563,Jessica Lopez,45,Female,OH,Home,2200.68,73,64,1,0,0,0
POL101564,Joseph Jones,49,Male,FL,Auto,1554.63,77,49,1,0,0,1
POL101565,Karen Smith,67,Male,CA,Life,2331.13,43,72,1,0,0,0
POL101566,James Jones,24,Female,IL,Home,572.33,65,17,0,0,0,1
POL101567,Nancy Smith,46,Male,NY,Auto,849.38,41,73,0,1,1363.66,1
POL101568,Karen Brown,25,Male,FL,Home,881.29,18,32,1,0,0,0
POL101569,Lisa Johnson,18,Female,PA,Home,1067.85,72,70,1,0,0,1
POL101570,John Miller,74,Female,TX,Auto,1877.99,81,113,1,0,0,0
POL101571,Sarah Wilson,72,Female,OH,Home,2756.39,87,104,1,1,8172.11,0
POL101572,Jane Rodriguez,20,Female,FL,Life,3216.62,42,21,1,1,27250.77,1
POL101573,John Johnson,41,Male,PA,Life,3006.12,96,7,1,1,13074.64,0
POL101574,Jessica Smith,40,Female,OH,Auto,1090.66,30,7,0,0,0,1
POL101575,David Miller,25,Male,NY,Auto,1823.45,64,111,1,0,0,0
POL101576,Michael Williams,71,Male,TX,Home,1098.23,85,103,1,0,0,1
POL101577,Joseph Lopez,74,Female,TX,Home,1293.42,66,118,0,0,0,0
POL101578,Karen Lopez,64,Male,MI,Life,2010.64,11,27,0,1,4647.46,1
POL101579,James Garcia,54,Male,FL,Life,704.33,22,8,1,0,0,0
POL101580,James Davis,20,Female,MI,Life,1154.52,13,73,0,0,0,1
POL101581,Nancy Miller,68,Female,IL,Life,3306.13,93,28,0,0,0,0
POL101582,James Johnson,50,Female,OH,Auto,1898.35,59,79,0,0,0,0
POL101583,William Lopez,45,Female,MI,Home,1836.16,57,66,0,0,0,0
POL101584,Nancy Rodriguez,64,Male,IL,Life,543.7,87,71,1,0,0,1
POL101585,Michael Lopez,25,Male,FL,Home,1242.2,39,47,0,1,10151.87,0
POL101586,Nancy Garcia,51,Male,IL,Home,3098.88,38,82,0,0,0,0
POL101587,Jane Williams,52,Female,OH,Auto,993.89,17,86,1,0,0,1
POL101588,Robert Miller,49,Male,NY,Home,1745.37,21,114,0,0,0,1
POL101589,Robert Williams,41,Female,OH,Life,542.99,50,10,0,1,2912.58,1
POL101590,Karen Brown,31,Female,OH,Life,1935.01,35,118,0,0,0,1
POL101591,Nancy Smith,49,Male,OH,Life,563.06,59,114,0,0,0,1
POL101592,Joseph Smith,73,Male,IL,Life,2958.83,11,33,0,0,0,1
POL101593,David Davis,63,Male,FL,Home,2974.56,64,7,1,0,0,0
POL101594,William Wilson,60,Male,GA,Auto,2863.23,65,3,0,0,0,1
POL101595,Robert Miller,33,Male,IL,Home,1350.09,23,14,0,0,0,0
POL101596,Robert Miller,21,Female,MI,Life,3011.71,15,44,1,0,0,1
POL101597,Nancy Brown,69,Male,NY,Auto,2128.99,90,46,1,0,0,0
POL101598,Emily Davis,54,Female,OH,Life,1621.42,98,61,1,0,0,0
POL101599,Sarah Williams,71,Male,NY,Home,2375.99,70,36,1,0,0,1
POL101600,David Brown,38,Male,GA,Life,537.02,21,13,1,0,0,1
POL101601,Karen Johnson,31,Male,TX,Life,928.88,22,16,1,0,0,1
POL101602,John Lopez,48,Female,FL,Home,2726.88,28,80,1,1,15503.65,0
POL101603,James Martinez,72,Male,CA,Life,1232.48,53,118,0,0,0,0
POL101604,Joseph Smith,65,Female,CA,Home,2294.03,98,5,0,0,0,1
POL101605,Emily Brown,35,Female,CA,Home,1655.31,68,116,1,0,0,0
POL101606,Jane Johnson,24,Male,TX,Life,3064.42,46,89,1,0,0,1
POL101607,Lisa Smith,27,Male,GA,Auto,3357.25,34,38,0,0,0,1
POL101608,Jessica Martinez,24,Male,CA,Life,3150.69,25,102,0,0,0,1
POL101609,William Wilson,50,Male,TX,Home,1311.86,47,50,1,0,0,1
POL101610,Nancy Smith,40,Female,NC,Life,1082.49,52,38,0,1,3338.55,1
POL101611,Emily Wilson,38,Male,PA,Home,1923.3,96,103,1,0,0,0
POL101612,John Miller,36,Male,TX,Auto,522,23,56,0,0,0,1
POL101613,Jessica Brown,65,Female,IL,Home,577.43,15,63,1,0,0,1
POL101614,Robert Brown,36,Female,OH,Home,2159.87,98,48,1,0,0,1
POL101615,Joseph Smith,53,Female,IL,Life,2061.35,32,105,0,0,0,1
POL101616,Michael Rodriguez,46,Male,NC,Home,3483.75,69,90,1,0,0,0
POL101617,David Brown,35,Male,IL,Auto,1105.53,21,59,0,0,0,0
POL101618,Nancy Wilson,19,Male,IL,Auto,1274.31,22,77,0,0,0,1
POL101619,Lisa Garcia,18,Female,MI,Home,840.62,15,44,1,0,0,0
POL101620,Lisa Martinez,64,Male,IL,Auto,3252.63,72,115,1,0,0,1
POL101621,Joseph Lopez,22,Male,CA,Auto,2833.43,47,90,0,1,20167.24,1
POL101622,Nancy Garcia,37,Female,CA,Life,2967.02,59,55,0,1,18352.65,1
POL101623,Emily Jones,28,Male,OH,Home,3208.29,61,55,0,1,10448.5,1
POL101624,Michael Lopez,59,Male,FL,Auto,2074.7,49,1,1,0,0,0
POL101625,Robert Brown,19,Male,CA,Home,1853.58,17,8,0,0,0,1
POL101626,James Jones,20,Male,NC,Auto,1491.17,70,4,0,1,6550.44,1
POL101627,David Smith,40,Female,GA,Auto,2267.64,17,85,0,0,0,1
POL101628,Robert Martinez,72,Male,FL,Home,1862.84,43,86,1,0,0,1
POL101629,Karen Williams,29,Male,TX,Life,1854.7,88,115,0,1,12191.82,1
POL101630,William Lopez,37,Female,NC,Auto,3310.78,69,53,1,0,0,0
POL101631,James Rodriguez,22,Male,NY,Life,3452.09,66,58,0,0,0,1
POL101632,Jessica Smith,54,Male,GA,Home,2889.45,55,37,1,1,27049.34,0
POL101633,Sarah Lopez,55,Male,GA,Home,2770.27,31,49,0,0,0,1
POL101634,William Miller,47,Male,CA,Life,2541.67,96,67,0,1,23696.5,1
POL101635,Joseph Rodriguez,26,Male,CA,Life,998.22,49,19,1,1,3940.17,1
POL101636,Sarah Wilson,51,Male,FL,Auto,677.32,54,1,1,0,0,1
POL101637,James Miller,70,Male,NY,Auto,2572.18,64,29,1,0,0,1
POL101638,Michael Jones,61,Female,OH,Life,2686.36,60,87,0,1,20826.75,1
POL101639,James Williams,52,Male,TX,Life,640.92,95,33,0,1,5186.27,1
POL101640,Joseph Rodriguez,69,Female,CA,Auto,3284.16,14,119,0,0,0,1
POL101641,Jessica Brown,75,Female,CA,Home,773.42,22,52,1,1,6477.39,0
POL101642,Nancy Brown,39,Male,FL,Life,1357.7,37,41,0,0,0,0
POL101643,David Wilson,61,Male,OH,Home,2517.17,93,23,1,0,0,0
POL101644,Michael Davis,41,Female,MI,Life,1009.62,89,5,1,1,6412.58,0
POL101645,John Rodriguez,34,Female,PA,Life,666.25,71,71,1,0,0,1
POL101646,James Miller,27,Male,GA,Life,1493.44,96,57,1,0,0,0
POL101647,Robert Rodriguez,47,Male,TX,Auto,2797.91,33,6,0,0,0,0
POL101648,Michael Miller,73,Male,GA,Life,1741.04,16,49,1,0,0,1
POL101649,Emily Jones,63,Male,MI,Auto,2458.92,47,22,0,0,0,0
POL101650,Emily Garcia,40,Female,NY,Home,2238.86,46,113,1,1,3558.26,1
POL101651,William Johnson,49,Female,NC,Auto,566.66,77,77,0,0,0,0
POL101652,Jessica Garcia,34,Male,FL,Home,3465.62,51,76,0,0,0,1
POL101653,Jane Rodriguez,67,Male,FL,Home,624.28,95,4,1,0,0,0
POL101654,Karen Brown,68,Female,PA,Home,3403.41,14,72,0,1,27139.64,0
POL101655,John Jones,34,Female,NY,Auto,2149.59,73,64,1,0,0,1
POL101656,James Lopez,31,Male,MI,Life,3389.48,59,37,0,0,0,1
POL101657,Lisa Martinez,26,Female,NY,Home,844.26,96,31,0,1,2031.36,1
POL101658,John Johnson,57,Male,TX,Life,1971.23,24,37,1,0,0,0
POL101659,Emily Martinez,19,Female,PA,Life,1008.51,82,45,0,0,0,1
POL101660,Karen Lopez,62,Male,IL,Auto,652.92,62,90,0,0,0,0
POL101661,Robert Brown,42,Male,TX,Home,2352.59,34,107,0,0,0,0
POL101662,Jessica Brown,56,Female,PA,Auto,1123.35,98,8,1,1,2800.97,1
POL101663,Nancy Garcia,26,Female,GA,Life,2263.09,94,40,0,0,0,1
POL101664,David Smith,71,Male,FL,Auto,837.09,18,97,0,0,0,0
POL101665,Emily Brown,39,Male,NY,Auto,1495.96,47,109,1,0,0,1
POL101666,Karen Johnson,60,Male,OH,Home,2844.9,31,93,0,0,0,0
POL101667,Karen Davis,63,Female,OH,Auto,1811.15,96,5,1,0,0,0
POL101668,Emily Wilson,21,Female,TX,Auto,2383.24,58,28,1,0,0,1
POL101669,Lisa Wilson,43,Female,IL,Auto,2442.37,77,117,0,0,0,1
POL101670,Emily Miller,75,Male,NC,Life,3031.27,24,104,0,0,0,0
POL101671,Emily Rodriguez,46,Male,CA,Life,1474.77,74,81,0,0,0,1
POL101672,Sarah Jones,62,Female,FL,Auto,2561.89,63,119,0,0,0,0
POL101673,James Davis,51,Male,TX,Home,3384.85,39,87,0,0,0,0
POL101674,Robert Lopez,40,Female,FL,Life,2690.73,29,109,1,0,0,1
POL101675,Sarah Jones,54,Female,PA,Life,1969.61,42,9,0,1,13093.59,0
POL101676,David Garcia,28,Male,GA,Life,2392.15,95,2,1,1,23586.42,0
POL101677,Robert Davis,23,Female,NY,Auto,2719.05,86,63,0,1,9684.13,0
POL101678,Jessica Johnson,35,Male,GA,Auto,2336.83,16,96,0,0,0,1
POL101679,Joseph Wilson,38,Female,CA,Life,550.03,17,51,0,0,0,1
POL101680,Jessica Garcia,59,Female,FL,Home,1084.32,37,116,0,1,7578.74,0
POL101681,Emily Garcia,53,Male,MI,Auto,2931.4,54,113,0,1,11963.21,0
POL101682,Sarah Miller,58,Female,NC,Auto,1317.95,82,31,0,0,0,0
POL101683,John Martinez,55,Male,IL,Auto,2694.69,98,7,1,1,24627.24,0
POL101684,Nancy Brown,51,Female,NC,Home,1616.36,89,30,1,0,0,0
POL101685,Karen Williams,34,Female,TX,Life,2065.65,83,58,0,0,0,0
POL101686,John Jones,54,Male,TX,Home,703.92,20,3,0,0,0,1
POL101687,Robert Martinez,42,Male,NC,Auto,1043.68,40,51,0,0,0,0
POL101688,Lisa Wilson,55,Male,PA,Home,3371.59,21,115,0,1,22066.7,0
POL101689,James Jones,75,Male,NY,Auto,3170.41,87,56,1,1,10346.81,0
POL101690,Michael Brown,29,Male,CA,Auto,2456.83,60,73,1,0,0,0
POL101691,Sarah Brown,40,Female,CA,Auto,1878.93,53,10,1,0,0,1
POL101692,James Martinez,70,Male,OH,Home,2527.28,59,61,1,0,0,0
POL101693,Nancy Brown,59,Female,NC,Home,2355.83,26,110,0,0,0,0
POL101694,Jessica Rodriguez,39,Male,NC,Life,2205.66,44,50,0,0,0,1
POL101695,William Lopez,38,Male,NY,Life,677.53,10,47,0,0,0,1
POL101696,Sarah Jones,44,Male,MI,Auto,2398.41,38,90,0,0,0,0
POL101697,Joseph Davis,74,Male,TX,Home,2806.76,60,1,1,0,0,0
POL101698,Karen Lopez,48,Female,PA,Home,3482.24,73,94,1,0,0,0
POL101699,Karen Davis,23,Female,PA,Life,533.24,13,57,0,0,0,0
POL101700,Jessica Williams,44,Female,NY,Auto,2690.52,96,38,0,0,0,1
